1755425040	-1.030454	-1.008342	-1.018071	-1.019566	-1.00391	-1.	035497	-1.004524	-1.022053	-1.02852	-1.009049	-1.007369	-1.012171	-1.0	27847	-1.017417	-1.017639	-0.9965329	-1.035497
1755425640	-1.030142	-1.008186	-1.018071	-1.019566	-1.00422	-1.	034719	-1.004834	-1.022829	-1.028364	-1.009049	-1.007836	-1.012947	-1.	025205	-1.025829	-1.014995	-0.9960686	-1.034719
1755428040	-1.033887	-1.010987	-1.028197	-1.020657	-1.009341	-1	.037363	-1.010257	-1.025931	-1.036477	-1.014179	-1.013744	-1.021796	-1	.029712	-1.025206	-1.011573	-0.9952947	-1.037363
1755431040	-1.032327	-1.017679	-1.025548	-1.025953	-1.011203	-1	.04063	-1.012426	-1.028877	-1.039597	-1.016978	-1.017164	-1.025211	-1.	023962	-1.023959	-1.010017	-0.9990094	-1.04063
1755434040	-1.031078	-1.007408	-1.020563	-1.019411	-1.00422	-1.	036274	-1.005764	-1.023604	-1.030392	-1.008582	-1.009701	-1.012016	-1.	024428	-1.017728	-1.012506	-0.9952947	-1.036274
1755437040	-1.02866	-1.007875	-1.017603	-1.017697	-1.004686	-1.	034408	-1.005299	-1.023449	-1.027896	-1.007494	-1.006437	-1.011239	-1.	023651	-1.01617	-1.012973	-0.994366	-1.034408
1755440040	-1.030532	-1.006785	-1.017759	-1.018476	-1.003289	-1	.034252	-1.00282	-1.021278	-1.025711	-1.007183	-1.006592	-1.012326	-1.	02505	-1.016014	-1.012662	-0.9968425	-1.034252
1755443040	-1.028816	-1.006163	-1.018694	-1.017385	-1.003134	-1	.034097	-1.00158	-1.022053	-1.026179	-1.008893	-1.006903	-1.01155	-1.0	23807	-1.015547	-1.013128	-0.9952947	-1.034097
1755446040	-1.028036	-1.00803	-1.017448	-1.018008	-1.003755	-1.	034874	-1.0022	-1.020813	-1.026023	-1.006872	-1.005659	-1.011705	-1.02	2719	-1.018507	-1.013128	-0.9946756	-1.034874
1755449040	-1.028426	-1.009275	-1.017136	-1.018787	-1.004065	-1	.033941	-1.003285	-1.021743	-1.026335	-1.006872	-1.00768	-1.010774	-1.	023496	-1.01617	-1.014062	-0.9951399	-1.033941
1755452040	-1.028348	-1.006941	-1.017292	-1.019722	-1.004376	-1	.035963	-1.003285	-1.021588	-1.026335	-1.008893	-1.005815	-1.01155	-1.	024894	-1.016638	-1.016239	-0.9945208	-1.035963
1755455040	-1.02866	-1.005852	-1.017759	-1.018632	-1.00422	-1.0	33474	-1.00313	-1.021588	-1.026023	-1.007338	-1.005659	-1.010929	-1.03	0489	-1.015859	-1.012662	-0.994366	-1.033474
1755458040	-1.032405	-1.007563	-1.01698	-1.019255	-1.003289	-1.	03363	-1.002355	-1.021588	-1.027428	-1.009204	-1.007214	-1.01155	-1.03	0489	-1.018195	-1.018728	-0.994366	-1.03363
1755461040	-1.030064	-1.007719	-1.016513	-1.018787	-1.0036	-1.0	33785	-1.001425	-1.024225	-1.026023	-1.007027	-1.00768	-1.011395	-1.02	3962	-1.015391	-1.019817	-0.995759	-1.033785
1755464040	-1.028504	-1.006318	-1.018538	-1.017697	-1.002358	-1	.032697	-1.002665	-1.021278	-1.024619	-1.007338	-1.006126	-1.010153	-1	.022253	-1.014301	-1.010484	-0.9939017	-1.032697
1755467040	-1.028504	-1.00663	-1.017292	-1.017697	-1.002514	-1.	035341	-1.002665	-1.020347	-1.025399	-1.00625	-1.00597	-1.010463	-1.02	132	-1.015236	-1.010795	-0.9940565	-1.035341
1755470040	-1.028036	-1.005229	-1.016513	-1.018008	-1.003289	-1	.03363	-1.016919	-1.021123	-1.025087	-1.007027	-1.005193	-1.01155	-1.0	24428	-1.016326	-1.01064	-0.9960686	-1.03363
1755473040	-1.02788	-1.006941	-1.016513	-1.018476	-1.002979	-1.	033785	-1.002975	-1.020813	-1.024619	-1.006561	-1.006126	-1.010463	-1.	022563	-1.015547	-1.010173	-0.9945208	-1.033785
1755476040	-1.028894	-1.006163	-1.01698	-1.016918	-1.004376	-1.	03363	-1.000651	-1.020037	-1.024775	-1.006095	-1.006281	-1.009532	-1.0	21631	-1.016793	-1.009084	-0.9940565	-1.03363
1755479040	-1.027568	-1.005229	-1.015734	-1.016762	-1.001428	-1	.032697	-1.00127	-1.020502	-1.023527	-1.005162	-1.005193	-1.009842	-1.	021786	-1.012899	-1.009551	-0.9921991	-1.032697
1755482040	-1.027646	-1.003673	-1.01589	-1.015983	-1.000652	-1.	032541	-1.001425	-1.020192	-1.024619	-1.005939	-1.006126	-1.008911	-1.	021631	-1.012899	-1.007373	-0.992973	-1.032541
1755485040	-1.032795	-1.014255	-1.024458	-1.025019	-1.009341	-1	.040941	-1.009792	-1.025155	-1.029768	-1.011536	-1.010634	-1.014344	-1	.026448	-1.02209	-1.017639	-0.9988546	-1.040941
1755488040	-1.034199	-1.014878	-1.020096	-1.022059	-1.0081	-1.0	37985	-1.007468	-1.02469	-1.030704	-1.011847	-1.015765	-1.021175	-1.02	7691	-1.036734	-1.01204	-0.9985451	-1.037985
1755491040	-1.032014	-1.010054	-1.024302	-1.022215	-1.010737	-1	.039696	-1.009017	-1.027947	-1.02852	-1.017133	-1.009235	-1.018536	-1.	026293	-1.020844	-1.010017	-0.9956043	-1.039696
1755494040	-1.040751	-1.017679	-1.027106	-1.02829	-1.016478	-1.	04343	-1.018158	-1.027947	-1.035384	-1.017289	-1.02074	-1.022262	-1.02	8002	-1.033462	-1.010484	-0.9963782	-1.04343
1755497040	-1.031312	-1.004607	-1.020252	-1.017385	-1.002358	-1	.032386	-1.002355	-1.024069	-1.024619	-1.008893	-1.004726	-1.010308	-1	.025516	-1.016638	-1.027595	-0.9942112	-1.032386
1755500040	-1.029518	-1.006785	-1.018227	-1.01832	-1.002979	-1.	034563	-1.00251	-1.020968	-1.025555	-1.006405	-1.006437	-1.010618	-1.0	23651	-1.021467	-1.015306	-0.9959138	-1.034563
1755503040	-1.033263	-1.007408	-1.017915	-1.018164	-1.003445	-1	.034563	-1.002975	-1.022053	-1.028208	-1.006561	-1.006281	-1.016518	-1	.02909	-1.015703	-1.025728	-0.997926	-1.034563
1755506040	-1.042936	-1.017835	-1.021498	-1.023772	-1.00841	-1.	040474	-1.0132	-1.031824	-1.0332	-1.012158	-1.011567	-1.019312	-1.0321	98	-1.022869	-1.025884	-1.005355	-1.042936
1755509040	-1.043014	-1.012388	-1.021654	-1.029692	-1.012444	-1	.044052	-1.009327	-1.026241	-1.0332	-1.012935	-1.008769	-1.018846	-1.0	27381	-1.020376	-1.02075	-1.007213	-1.044052
1755512040	-1.027802	-1.00663	-1.016669	-1.018008	-1.002358	-1.	033785	-1.00189	-1.020502	-1.026804	-1.007805	-1.006437	-1.011705	-1.0	22253	-1.016793	-1.010017	-0.9939017	-1.033785
1755515040	-1.02749	-1.006941	-1.01698	-1.017385	-1.003289	-1.0	3363	-1.00313	-1.020968	-1.026648	-1.006561	-1.005504	-1.009687	-1.021	476	-1.024271	-1.009084	-0.9939017	-1.03363
1755515640	-1.028426	-1.006785	-1.017603	-1.017853	-1.003134	-1	.033941	-1.005609	-1.022829	-1.027428	-1.008271	-1.007214	-1.011239	-1	.025361	-1.016949	-1.010173	-0.9948304	-1.033941
1755518040	-1.032014	-1.011765	-1.022277	-1.020813	-1.007634	-1	.037674	-1.011031	-1.027326	-1.033356	-1.010603	-1.01079	-1.018846	-1.	023962	-1.018507	-1.009395	-0.999319	-1.037674
1755521040	-1.030376	-1.007875	-1.017136	-1.018008	-1.004686	-1	.035185	-1.002355	-1.022364	-1.025711	-1.007494	-1.007214	-1.01186	-1.	025205	-1.015391	-1.012817	-0.9940565	-1.035185
1755524040	-1.040751	-1.022504	-1.02181	-1.028913	-1.013996	-1.	041874	-1.009792	-1.030583	-1.037569	-1.018377	-1.01421	-1.028161	-1.0	35927	-1.030502	-1.02075	-0.9988546	-1.041874
1755527040	-1.037007	-1.008809	-1.018071	-1.020034	-1.004065	-1	.034252	-1.0022	-1.023914	-1.02696	-1.007494	-1.007525	-1.012947	-1.02	2874	-1.016482	-1.019039	-0.9949851	-1.037007
1755530040	-1.02905	-1.006941	-1.01698	-1.019255	-1.0036	-1.035	341	-1.0022	-1.020813	-1.026023	-1.006716	-1.006592	-1.010308	-1.02536	1	-1.018351	-1.01795	-0.9960686	-1.035341
