1.500000001e12	-7.12	-5.138	-6.119	-6.759
1.500000002e12	-8.063	-0.9106	-5.57	-8.643
1.500000003e12	8.948	1.642	5.477	-5.179
1.500000004e12	-8.174	-0.2466	-6.649	7.443
1.500000005e12	6.202	-6.104	-2.383	2.793
1.500000006e12	7.042	-6.707	5.232	-8.019
1.500000007e12	-8.689	-2.395	-0.9302	3.857
1.500000008e12	5.986	-8.292	-9.119	7.686
1.500000009e12	-6.641	-2.634	-0.8655	7.054
1.50000001e12	-4.534	-9.875	8.983	6.757
1.500000011e12	-9.271	2.588	-2.75	4.758
1.500000012e12	5.52	5.995	-4.231	-8.641
1.500000013e12	2.892	-6.818	-6.978	6.976
1.500000014e12	7.463	-1.412	4.547	-0.1208
1.500000015e12	2.705	9.764	1.954	-9.139
1.500000016e12	4.333	7.386	-0.4712	-8.041
1.500000017e12	3.16	-5.15	-5.294	-0.9961
1.500000018e12	-3.3	-8.007	-0.2808	8.412
1.500000019e12	5.165	-3.043	5.198	-2.861
1.50000002e12	-3.676	-8.468	5.538	6.915
1.500000021e12	6.907	-8.395	-0.946	7.191
1.500000022e12	0.8704	4.629	8.594	5.056
1.500000023e12	-2.358	8.197	-8.906	2.09
1.500000024e12	-6.63	-0.1685	-2.902	9.495
1.500000025e12	4.578	-6.462	-7.003	4.105
1.500000026e12	5.333	6.917	7.622	7.839
1.500000027e12	0.8899	-3.818	-2.217	-3.287
1.500000028e12	6.71	-8.093	6.118	-0.7275
1.500000029e12	8.243	-8.8	9.532	4.727
1.50000003e12	-4.763	-6.824	-2.416	0.7129
1.500000031e12	-5.803	-6.046	-7.45	-7.483
1.500000032e12	-5.983	-3.077	7.831	-0.5627
1.500000033e12	-8.419	-9.631	-3.162	-5.221
1.500000034e12	-9.287	8.037	-8.987	-3.335
1.500000035e12	-4.62	9.015	-0.7983	8.757
1.500000036e12	-1.51	8.588	-5.662	3.157
1.500000037e12	0.8777	-3.564	-2.93	8.705
1.500000038e12	-6.727	-0.9534	1.681	-0.6018
1.500000039e12	-6.376	-7.351	8.22	-3.912
1.50000004e12	9.069	9.62	1.627	5.588
1.500000041e12	6.589	-8.967	0.8264	-8.169
1.500000042e12	-5.735	-2.55	-1.029	0.04272
1.500000043e12	-2.816	2.058	5.054	-2.108
1.500000044e12	9.591	9.672	3.958	1.234
1.500000045e12	1.854	-7.766	-4.027	6.639
1.500000046e12	8.209	7.716	-2.021	-9.412
1.500000047e12	3.433	6.833	-4.617	-3.975
1.500000048e12	-1.572	-6.078	-5.369	9.65
1.500000049e12	-1.012	2.174	-8.757	1.448
1.50000005e12	-2.734	-9.932	3.442	2.993
1.500000051e12	8.901	-2.792	-6.034	-5.37
1.500000052e12	-6.289	-2.994	6.862	0.1245
1.500000053e12	-9.397	9.423	-3.123	-9.346
1.500000054e12	4.886	9.215	8.51	-1.227
1.500000055e12	-8.557	2.695	-5.653	0.7935
1.500000056e12	-5.933	8.827	1.957	2.637
1.500000057e12	5.969	3.18	-1.042	0.2368
1.500000058e12	-4.397	6.365	-8.062	-2.371
1.500000059e12	-6.417	7.205	6.879	-7.159
1.50000006e12	6.948	-6.532	7.418	-7.853
1.500000061e12	-4.7	-2.882	4.767	0.2905
1.500000062e12	8.9	7.147	7.351	-4.519
1.500000063e12	4.967	6.2	-3.695	1.796
1.500000064e12	7.496	8.417	3.468	-8.781
1.500000065e12	2.484	3.292	5.532	8.245
1.500000066e12	-7.135	-0.04517	-1.123	5.054
1.500000067e12	-9.993	-8.229	1.68	0.8472
1.500000068e12	-7.545	-9.498	-8.115	7.716
1.500000069e12	-7.986	6.107	2.526	6.926
1.50000007e12	8.038	2.124	-6.697	-1.918
1.500000071e12	3.175	3.926	4.237	-3.375
1.500000072e12	-9.709	-0.04028	9.094	1.781
1.500000073e12	2.57	1.888	-4.799	-4.138
1.500000074e12	1.487	9.125	6.511	-9.43
1.500000075e12	-6.67	-2.659	0.8545	-0.008545
1.500000076e12	-6.42	5.327	-8.629	5.037
1.500000077e12	2.053	-8.713	8.226	6.45
1.500000078e12	-9.177	0.8105	-5.298	8.091
1.500000079e12	1.013	2.797	-9.376	-7.546
1.50000008e12	9.187	-7.794	2.314	4.688
1.500000081e12	3.123	5.249	0.6689	2.793
1.500000082e12	-9.037	-3.832	0.5115	-3.585
1.500000083e12	8.604	1.511	-6.554	-3.849
1.500000084e12	-8.027	1.937	3.289	-7.355
1.500000085e12	-3.322	-1.213	-2.202	-0.3357
1.500000086e12	3.369	8.993	-3.453	2.087
1.500000087e12	-3.218	-1.514	-5.083	8.146
1.500000088e12	-5.067	7.963	2.71	-3.064
1.500000089e12	0.5334	-2.657	-7.404	1.832
1.50000009e12	3.167	-9.492	9.412	4.017
1.500000091e12	7.788	-9.823	7.706	5.704
1.500000092e12	-1.49	1.887	-2.96	9.182
1.500000093e12	-1.982	5.667	-4.996	1.556
1.500000094e12	-3.921	3.732	5.208	5.275
1.500000095e12	-7.712	-6.906	0.6946	8.734
1.500000096e12	2.155	-1.727	-4.769	4.816
1.500000097e12	-9.323	8.982	2.186	0.06348
1.500000098e12	-6.952	-1.008	-3.539	5.287
1.500000099e12	-5.751	-6.489	2.008	-3.719
1.5000001e12	1.56	9.216	8.882	0.7446
1.500000101e12	-9.354	-3.94	6.515	-1.597
1.500000102e12	8.69	-8.717	-0.006104	3.345
1.500000103e12	1.42	-8.74	6.796	-1.609
1.500000104e12	-2.274	8.466	4.274	-6.449
1.500000105e12	3.678	-4.038	6.819	-8.479
1.500000106e12	-5.692	8.132	7.511	-2.611
1.500000107e12	8.702	-0.1965	-7.153	-8.572
1.500000108e12	-2.38	6.827	1.792	-6.809
1.500000109e12	-6.794	-9.281	6.958	7.126
1.50000011e12	-6.438	8.525	1.915	-0.2417
1.500000111e12	-3.262	-2.532	8.217	5.533
1.500000112e12	-5.808	1.835	2.897	6.534
1.500000113e12	5.686	-5.31	-8.632	-5.309
1.500000114e12	-2.087	-8.634	-5.189	-2.86
1.500000115e12	-7.318	-9.568	6.721	-6.534
1.500000116e12	7.325	4.116	1.908	-2.196
1.500000117e12	9.202	-3.782	-9.142	-2.111
1.500000118e12	-9.891	-7.803	4.773	-9.591
1.500000119e12	3.795	-7.834	-8.14	8.459
1.50000012e12	9.635	0.03662	5.171	1.956
1.500000121e12	5.802	9.55	4.539	8.372
1.500000122e12	-3.816	-6.146	5.726	-8.983
1.500000123e12	-9.327	9.298	6.975	8.384
1.500000124e12	-6.165	2.603	2.328	5.348
1.500000125e12	-8.225	9.197	-1.367	-6.428
1.500000126e12	-9.899	-4.392	7.272	8.375
1.500000127e12	-3.176	0.4761	-1.689	-5.774
1.500000128e12	1.696	7.418	9.264	4.62
1.500000129e12	-3.28	4.814	-1.896	-8.74
1.50000013e12	-1.27	-4.601	0.7227	2.506
1.500000131e12	8.223	4.58	7.05	4.08
1.500000132e12	7.069	-4.714	-5.461	-0.4883
1.500000133e12	-4.077	-6.727	-9.862	-6.162
1.500000134e12	-7.035	8.61	-6.501	-3.853
1.500000135e12	4.333	2.883	0.542	-0.332
1.500000136e12	-6.287	-3.296	-5.745	2.76
1.500000137e12	6.783	5.408	-9.619	4.908
1.500000138e12	7.225	4.515	4.347	8.638
1.500000139e12	-3.759	8.197	7.382	2.501
1.50000014e12	-9.594	6.176	9.196	-4.565
1.500000141e12	-9.811	-3.89	7.324	3.905
1.500000142e12	6.229	-1.198	7.117	-0.05981
1.500000143e12	-6.094	-1.805	-4.595	3.905
1.500000144e12	6.881	5.135	-7.662	-0.4822
1.500000145e12	-1.611	-0.2332	-2.153	-9.276
1.500000146e12	1.791	-1.541	-5.57	6.183
1.500000147e12	5.793	5.868	5.908	2.054
1.500000148e12	5.863	4.344	8.87	2.09
1.500000149e12	-0.6641	-7.538	2.44	3.519
1.50000015e12	-6.196	-6.434	-7.793	0.9851
1.500000151e12	5.439	-4.829	-2.8	-5.292
1.500000152e12	5.665	1.938	2.335	2.567
1.500000153e12	-2.622	-5.31	0.2112	8.412
1.500000154e12	-7.039	1.298	-0.675	-5.278
1.500000155e12	9.575	-4.939	2.744	7.766
1.500000156e12	-6.263	-0.2039	0.6287	2.223
1.500000157e12	-1.631	8.84	-0.99	-8.036
1.500000158e12	-9.542	7.734	-8.022	-4.109
1.500000159e12	9.454	-1.512	8.513	-3.142
1.50000016e12	-3.641	2.638	1.55	9.286
1.500000161e12	-1.288	-6.676	5.398	-8.893
1.500000162e12	-9.852	-5.803	0.3381	9.653
1.500000163e12	-6.746	-5.756	5.371	-5.204
1.500000164e12	-6.176	-0.5884	-4.845	4.52
1.500000165e12	9.023	2.256	-1.409	9.525
1.500000166e12	6.775	-5.208	-5.31	-8.505
1.500000167e12	1.731	8.657	4.126	4.78
1.500000168e12	8.101	-1.476	-7.853	7.136
1.500000169e12	-8.553	-4.271	-6.439	-3.213
1.50000017e12	7.856	9.498	3.484	-4.082
1.500000171e12	-6.967	-9.96	3.829	9.946
1.500000172e12	-3.069	8.303	-4.862	2.361
1.500000173e12	-5.544	8.668	6.169	-4.972
1.500000174e12	0.7239	-6.183	-9.395	9.504
1.500000175e12	5.829	6.205	6.532	-9.005
1.500000176e12	1.716	-7.198	9.413	6.228
1.500000177e12	3.917	-5.99	6.041	-3.701
1.500000178e12	-8.53	0.304	1.46	-7.548
1.500000179e12	4.753	3.959	-5.509	6.812
1.50000018e12	-8.16	6.012	8.234	-0.1025
1.500000181e12	2.535	6.749	-3.654	-3.818
1.500000182e12	-6.488	-2.937	-7.263	1.376
1.500000183e12	-7.859	0.3613	1.877	8.02
1.500000184e12	-3.978	2.666	-9.954	-7.747
1.500000185e12	-0.625	3.759	-5.895	-1.118
1.500000186e12	-6.184	9.281	2.704	6.317
1.500000187e12	6.588	0.2417	-6.758	8.446
1.500000188e12	8.721	-1.038	2.385	2.975
1.500000189e12	-5.309	-0.7324	-8.492	2.433
1.50000019e12	7.128	1.874	9.836	5.504
1.500000191e12	1.342	-1.439	2.615	-8.042
1.500000192e12	-4.532	-6.859	-7.947	9.048
1.500000193e12	0.1489	-8.805	5.044	1.641
1.500000194e12	9.435	-1.475	6.993	-0.3967
1.500000195e12	2.539	5.138	-2.314	-2.137
1.500000196e12	7.355	0.6287	-9.548	-4.331
1.500000197e12	-8.029	-1.556	0.5737	6.228
1.500000198e12	-8.104	2.806	0.2515	8.895
1.500000199e12	-8.654	1.244	-2.855	9.932
1.5000002e12	-3.369	-5.46	-8.014	9.988
1.500000201e12	2.263	4.161	-3.872	-1.843
1.500000202e12	6.625	-9.758	2.927	3.418
