1.500000001e12	2.466	0.02258	-3.015	-1.75	-3.597	1.153	-0.4742	-0.6024	3.085	3.192	3.857	2.137	-4.715	3.486	-0.6305	-3.441	-4.056
1.500000002e12	-0.7684	-2.869	4.736	-0.5688	4.581	-1.655	1.85	0.2478	1.036	-1.583	3.444	2.011	4.312	3.267	3.578	4.594	-2.604
1.500000003e12	0.2869	3.723	-0.6085	-1.273	-1.707	-0.03662	0.8356	3.902	3.536	2.945	-2.59	2.603	-0.6152	-1.875	-2.161	4.926	0.7764
1.500000004e12	2.688	1.542	-4.862	-1.514	1.651	3.563	2.141	1.077	-4.931	4.833	3.325	-1.38	-2.817	-4.144	3.601	-4.399	-4.466
1.500000005e12	2.843	0.002441	-2.485	-3.732	0.4504	1.895	2.56	0.9021	4.13	-1.245	4.526	4.507	-4.698	-2.254	0.5463	1.927	-4.125
1.500000006e12	2.966	-0.1501	3.387	-1.041	-1.925	-3.718	-0.1154	-1.751	-4.385	1.365	-1.346	-4.385	-2.24	3.074	2.834	-0.1697	1.811
1.500000007e12	4.104	-2.448	-2.865	3.134	-3.777	2.489	1.625	1.559	-4.275	-1.425	-3.907	-0.8075	-3.123	3.684	3.13	1.02	4.236
1.500000008e12	-1.304	0.7941	-2.467	-3.605	-4.288	1.818	-0.2039	4.433	1.041	-1.672	-1.612	0.2661	-2.131	1.86	4.85	2.164	0.2148
1.500000009e12	-4.531	1.432	-0.3571	-3.312	2.587	3.414	-4.984	4.536	2.975	-1.373	1.827	3.312	1.242	-3.968	1.137	3.059	-4.667
1.50000001e12	2.108	4.061	1.081	-3.28	-1.019	0.9552	1.968	-1.821	3.425	4.021	2.114	2.015	-1.662	-1.592	-2.726	-1.156	3.445
1.500000011e12	4.119	1.216	4.606	-3.514	0.9027	0.4327	1.908	-4.651	-2.028	-4.078	-1.849	2.484	-3.094	-0.2484	0.8289	4.942	1.931
1.500000012e12	2.803	-4.461	-3.291	-3.444	0.285	-3.334	0.6659	1.6	3.162	-0.9845	4.998	4.223	-2.802	1.923	-3.3	-4.281	2.861
1.500000013e12	-2.672	3.095	-2.633	2.845	-2.274	-0.7422	0.1703	-4.345	-2.563	4.586	-4.231	2.039	2.229	0.9259	0.6409	2.979	0.4883
1.500000014e12	-3.608	-3.896	4.693	3.218	1.116	2.47	3.24	1.217	-1.764	-3.198	-0.6158	1.396	3.174	-0.2545	-0.9601	1.961	-0.9265
1.500000015e12	-3.217	2.686	-4.962	2.298	-4.589	-4.169	1.555	-2.777	-2.888	-1.828	2.812	2.324	-4.255	-1.165	2.283	4.558	-0.9943
1.500000016e12	-3.77	1.268	4.152	4.318	-2.968	2.277	4.979	-1.177	2.666	3.566	4.97	3.854	-2.293	3.84	-4.63	-0.8173	-2.856
1.500000017e12	-3.235	-3.379	-4.514	0.6909	-2.758	2.38	-0.2167	3.166	-4.279	-0.4364	1.003	1.529	4.722	4.771	0.21	-4.962	4.44
1.500000018e12	1.151	1.829	-4.817	1.526	4.074	2.863	2.709	3.953	0.2649	-0.1654	0.3662	-2.566	1.666	2.326	-1.791	-3.351	-3.224
