1.500000001e12	6.162	-6.017	6.602	6.688	4.615	5.79	7.339	7.842	0.9167
1.500000002e12	7.081	-0.9497	0.4712	-7.812	9.103	-8.56	0.1501	-2.727	-6.32
1.500000003e12	4.716	-6.552	5.917	-6.699	4.982	8.247	-6.03	-0.1196	1.862
1.500000004e12	6.294	-6.166	6.851	8.126	-4.768	-1.14	-9.274	1.226	-7.446
1.500000005e12	-9.753	-2.633	0.2893	-4.127	-7.48	3.254	1.017	-3.011	8.38
1.500000006e12	-3.081	-2.881	3.306	-3.22	6.794	-1.251	-6.716	3.7	2.236
1.500000007e12	4.371	3.19	4.242	6.096	-6.101	-4.176	-2.069	-1.184	7.144
1.500000008e12	5.483	0.8618	8.352	-2.261	-0.2332	-1.45	1.791	6.471	-7.134
1.500000009e12	-7.391	-5.01	9.834	1.395	1.416	6.796	-7.029	-1.117	8.378
1.50000001e12	-2.216	-3.733	-0.3699	-7.993	-3.339	6.494	-5.056	5.409	5.221
1.500000011e12	-7.534	9.958	-9.913	2.094	5.719	0.4956	4.497	6.454	-7.534
1.500000012e12	8.276	5.99	9.709	2.565	-6.426	-5.369	-6.992	-7.699	-3.181
1.500000013e12	3.86	8.336	6.517	-0.5847	-3.617	-3.333	-2.708	4.479	3.844
1.500000014e12	-8.225	2.954	-1.676	8.931	0.8521	0.9082	-0.21	3.875	-2.233
1.500000015e12	-5.479	-7.931	-8.176	1.3	8.038	-3.817	8.91	9.189	-6.533
1.500000016e12	-2.126	3.307	-1.462	4.762	-2.034	8.828	8.433	-2.782	-5.515
1.500000017e12	-9.598	-9.589	-3.171	5.343	-8.107	6.465	-3.188	-2.937	0.8386
1.500000018e12	-3.569	-0.7483	-7.534	-6.98	2.776	-6.272	7.515	-9.644	8.101
1.500000019e12	-2.546	-8.134	4.425	0.1929	-0.5005	1.289	-6.432	-7.472	4.619
1.50000002e12	-8.524	-4.794	-9.225	8.153	-4.032	-5.885	7.828	-8.616	7.955
1.500000021e12	-6.436	-8.032	5.836	-2.898	9.246	1.24	3.712	9.648	-7.45
1.500000022e12	-6.473	-9.984	-9.901	0.4944	4.535	0.3857	-5.699	-0.6714	3.624
1.500000023e12	1.016	-2.639	1.549	0.6079	-8.668	-8.274	2.56	-2.423	-6.315
1.500000024e12	2.408	6.355	-9.928	-8.856	-9.205	-3.477	-8.728	-1.895	-7.197
1.500000025e12	1.893	4.255	-0.238	-2.936	-5.664	1.218	-2.595	-7.837	0.769
1.500000026e12	-8.376	8.405	-7.644	-0.7227	-7.803	-6.622	-9.778	-9.945	-3.243
1.500000027e12	6.765	-4.126	4.415	-5.128	-6.257	2.688	-0.6006	-2.631	-3.97
1.500000028e12	8.76	7.74	4.259	0.8496	-1.221	9.978	-4.318	6.908	-8.953
1.500000029e12	-3.616	8.302	-0.3662	0.105	0.647	-4.6	-2.322	-4.723	0.885
1.50000003e12	1.354	-3.723	1.888	8.789	5.833	-9.114	8.325	-0.8093	0.8643
1.500000031e12	-5.031	-1.461	8.965	4.662	2.441	2.821	-9.142	-3.676	9.41
1.500000032e12	-5.594	-5.315	9.152	-6.511	5.709	-1.29	-1.595	6.526	5.458
1.500000033e12	1.704	-4.601	-8.23	7.766	-2.053	-5.936	3.872	-1.135	-7.821
1.500000034e12	8.275	9.954	9.922	-9.835	-9.529	-7.656	-1.403	-9.03	7.841
1.500000035e12	-6.521	5.502	-5.822	-1.438	-0.5896	7.677	1.746	6.15	7.455
1.500000036e12	5.638	-5.709	5.231	-5.087	1.143	-9.906	3.989	-3.485	3.979
1.500000037e12	0.9399	2.667	3.011	6.036	6.173	5.424	5.104	-6.953	7.249
1.500000038e12	-5.582	6.13	-6.497	7.755	0.2295	5.908	-0.7776	-9.752	8.446
1.500000039e12	0.3223	-7.385	9.689	-5.524	-1.866	-9.148	9.503	-5.656	2.738
1.50000004e12	5.938	-6.979	2.007	-0.006104	-1.074	-0.4407	-0.0354	1.202	7.838
1.500000041e12	-8.806	1.75	1.777	-0.6348	-8.154	8.167	-1.89	1.152	-6.106
1.500000042e12	7.292	0.9021	-4.878	7.548	8.864	-7.902	-3.9	7.17	5.308
1.500000043e12	-3.547	7.048	-3.134	8.474	-6.534	-0.5347	-2.333	-2.125	8.418
1.500000044e12	-5.667	-7.913	-1.467	3.	-5.376	8.593	-2.323	-4.408	1.707
1.500000045e12	7.255	2.163	4.677	7.971	9.183	1.436	-2.413	-5.726	6.248
1.500000046e12	0.01831	0.2332	0.3113	6.222	-5.618	6.891	0.2539	2.185	-7.859
1.500000047e12	-4.253	-0.3003	8.323	9.58	6.097	1.333	-4.795	-7.666	-6.32
1.500000048e12	-9.244	1.177	-0.8008	5.211	3.602	-4.666	-6.797	-8.718	-2.417
1.500000049e12	-1.406	9.475	-3.138	-3.497	-8.24	-4.099	-5.535	-8.293	5.392
1.50000005e12	9.691	-1.425	-1.417	5.029	-0.7776	-8.992	-3.356	1.078	0.9058
1.500000051e12	-6.616	-9.484	5.845	-8.837	1.796	8.287	1.719	-0.6335	0.6494
1.500000052e12	-1.505	9.386	5.621	2.739	1.045	9.974	-5.111	-4.777	0.2502
1.500000053e12	-9.362	-0.08423	-5.618	-1.376	9.152	-6.46	3.875	-9.087	9.382
1.500000054e12	-1.729	4.695	-0.08057	-4.939	-7.158	-0.4358	3.149	-6.627	8.16
1.500000055e12	-4.241	7.847	4.407	-5.154	-4.288	-3.021	0.3491	2.773	-0.6335
1.500000056e12	-4.158	-0.2014	0.7861	-7.427	3.949	2.877	-5.072	5.747	-0.6812
1.500000057e12	-7.476	-8.218	4.614	7.988	-7.231	4.391	-3.633	-9.714	1.145
1.500000058e12	-0.004883	2.421	7.584	-7.786	-1.998	-6.572	1.432	-6.101	2.847
1.500000059e12	6.447	-8.781	2.927	3.591	-1.31	-8.262	-4.156	-1.326	-1.042
1.50000006e12	3.802	-1.252	8.682	5.587	3.903	-0.7764	-2.192	7.651	-8.
1.500000061e12	5.237	6.376	3.942	-0.5127	-7.255	-5.067	-7.511	3.242	0.06348
1.500000062e12	6.012	-3.541	4.403	3.613	4.446	-4.36	-9.991	5.864	0.8203
1.500000063e12	8.702	-3.701	-7.7	9.113	2.871	0.2686	2.62	-7.728	-7.072
1.500000064e12	7.423	-5.31	2.45	-1.692	9.957	-7.466	-7.357	-2.096	3.894
1.500000065e12	-1.283	2.18	2.561	-6.041	-5.737	-7.273	3.923	1.011	-6.521
1.500000066e12	-4.554	8.208	-6.858	0.4077	6.182	-0.2869	6.1	-0.8252	1.068
1.500000067e12	7.754	4.111	8.781	-2.474	4.741	-6.637	-7.408	-9.589	-7.135
1.500000068e12	4.961	-6.674	-3.051	8.87	5.535	1.013	4.583	0.3772	-4.169
1.500000069e12	8.878	-6.426	-2.214	-2.202	6.099	3.394	6.898	2.296	8.646
1.50000007e12	-3.391	8.531	-8.51	2.363	-7.769	6.528	2.463	6.951	-7.306
1.500000071e12	5.349	-0.968	-4.285	-6.687	-7.157	-2.437	-6.378	-4.482	9.829
1.500000072e12	-9.357	1.272	-8.535	5.973	-4.741	6.77	1.638	-9.141	-1.5
1.500000073e12	7.634	7.539	-4.479	2.217	4.923	-8.322	-6.7	-3.694	-8.667
1.500000074e12	-7.806	5.515	7.488	-2.399	-2.192	9.006	8.571	1.301	0.8862
1.500000075e12	5.392	8.383	-2.091	2.122	8.665	-3.939	-1.866	-5.942	3.243
1.500000076e12	-4.388	-2.791	-1.68	8.844	8.656	-8.939	-9.863	4.148	-9.121
1.500000077e12	-5.317	1.492	7.589	-4.681	-2.074	4.033	-4.717	1.031	4.889
1.500000078e12	-5.8	6.78	5.581	2.993	8.03	6.007	-0.835	-6.246	-1.521
1.500000079e12	1.265	-8.428	-6.753	-1.543	4.883	0.2246	2.911	5.336	3.087
1.50000008e12	9.443	-8.816	4.274	7.704	4.181	9.933	7.135	3.225	-2.168
1.500000081e12	-0.2075	5.833	-0.127	5.671	-9.663	-5.4	4.204	-6.04	-5.172
1.500000082e12	4.158	3.826	-9.425	3.566	-9.631	-2.319	3.115	-8.472	-0.2454
1.500000083e12	-3.741	-4.462	-0.5188	-7.106	-7.22	-3.612	3.114	-2.834	1.29
1.500000084e12	1.273	5.146	-5.385	3.993	-9.374	7.314	-8.231	2.758	3.938
1.500000085e12	6.155	4.958	3.599	1.466	-8.401	-0.4016	-7.646	2.2	7.102
1.500000086e12	-3.228	-2.39	5.389	-1.15	6.222	6.816	-4.584	8.8	6.549
1.500000087e12	2.339	3.715	-7.817	-5.688	-1.35	8.384	-0.9448	3.571	1.968
1.500000088e12	9.401	-8.085	8.439	-3.029	-3.274	-3.591	3.354	-4.725	-5.138
1.500000089e12	7.017	-2.794	-2.635	6.022	1.744	-0.1855	-7.549	-4.182	-1.931
1.50000009e12	-9.269	2.539	8.743	4.646	8.115	-3.094	4.563	-7.301	9.585
1.500000091e12	2.155	-6.125	-6.215	6.415	-7.291	-5.542	3.276	4.712	-7.428
1.500000092e12	7.859	4.707	1.91	4.148	9.374	-9.688	-3.907	6.836	-1.05
1.500000093e12	7.354	-6.698	-3.583	0.2649	-6.031	2.982	-6.185	9.745	9.49
1.500000094e12	6.072	4.534	-9.912	6.459	-9.78	-2.216	-0.4468	-0.09399	-3.492
1.500000095e12	4.692	-1.022	-0.1465	-5.946	2.96	-9.121	-8.279	-0.1208	-6.326
1.500000096e12	9.63	-1.289	-3.625	4.061	3.761	-2.092	6.189	-0.3235	-0.7849
1.500000097e12	3.281	6.095	4.348	-9.38	-8.844	-8.788	-1.962	7.661	-9.94
1.500000098e12	-8.701	-8.635	-2.026	-4.	-6.389	7.692	-0.5701	-5.879	-5.294
1.500000099e12	9.814	-0.0769	-5.779	-3.527	9.543	9.529	0.2515	-2.075	-6.514
1.5000001e12	-9.462	1.012	2.195	-7.643	1.293	0.4834	-1.454	-5.413	2.802
1.500000101e12	9.68	6.273	-2.201	5.486	8.929	3.22	4.203	-3.916	-4.896
1.500000102e12	6.384	0.5603	5.746	1.658	2.954	-1.179	-1.033	2.935	7.554
1.500000103e12	1.832	7.321	-2.69	4.386	1.372	8.84	-2.031	-6.255	7.151
1.500000104e12	-5.839	-5.494	-7.419	-6.625	2.701	-1.633	6.844	-7.518	9.237
1.500000105e12	-1.093	2.156	-3.151	-4.286	-1.876	7.286	3.816	-4.835	4.807
1.500000106e12	-8.68	-2.582	5.562	7.5	8.831	-0.1685	-9.677	7.465	-6.868
1.500000107e12	6.772	-6.218	4.211	-2.988	5.022	5.465	3.657	7.454	-3.809
1.500000108e12	-8.076	8.677	2.947	-1.01	4.5	-9.685	-4.034	6.219	2.142
1.500000109e12	-5.173	-6.277	-1.183	7.683	3.76	-5.177	-2.5	3.235	-9.788
1.50000011e12	-5.378	-5.853	-7.761	-0.3491	7.426	8.557	1.141	4.948	1.539
1.500000111e12	-8.353	-7.95	6.326	-8.01	-8.086	-2.913	-7.797	0.5469	-2.168
1.500000112e12	8.91	-2.017	8.202	-6.301	-4.011	-7.128	-8.519	0.2185	-8.987
1.500000113e12	2.377	-1.649	3.783	-2.052	-0.7251	-1.509	-2.114	-4.153	-7.946
1.500000114e12	-5.095	5.316	2.242	7.783	3.005	5.178	7.146	-3.442	0.4993
1.500000115e12	-4.149	7.212	9.557	-1.761	1.25	4.235	-4.336	6.725	9.229
1.500000116e12	1.956	9.99	7.803	-6.741	1.35	-3.212	-7.498	4.043	3.899
1.500000117e12	-3.027	-0.2124	0.4004	4.813	9.751	2.51	6.155	1.488	9.783
1.500000118e12	-8.77	5.864	-1.72	-5.018	8.18	5.098	7.211	5.789	-2.834
1.500000119e12	2.903	-4.54	1.818	5.845	-3.866	0.6238	-7.108	-9.902	1.586
1.50000012e12	-4.749	9.52	-0.6384	-4.312	-5.098	9.354	7.198	2.817	9.696
1.500000121e12	-3.372	-4.901	2.249	-5.11	-5.99	9.771	0.9729	3.206	-0.05249
1.500000122e12	-7.642	3.63	-8.845	-9.88	0.04761	3.583	-3.424	-3.453	-6.204
1.500000123e12	-9.204	1.819	7.881	6.027	5.276	-1.346	9.844	-6.267	5.316
1.500000124e12	6.987	-8.368	-4.309	-3.669	4.036	0.4199	6.899	2.675	1.423
1.500000125e12	9.283	7.529	0.1514	-7.285	3.546	-1.925	6.938	7.93	7.589
1.500000126e12	-8.146	-6.379	-1.221	4.515	-8.762	-1.831	-8.763	-2.373	8.126
1.500000127e12	9.634	6.688	-4.401	-9.137	-0.658	8.772	-8.071	-0.3638	3.715
1.500000128e12	-2.554	-8.61	2.368	6.918	-1.416	-9.15	3.634	-5.156	7.814
1.500000129e12	3.529	-0.1477	2.593	7.283	0.2478	2.902	5.498	-2.588	-8.65
1.50000013e12	-6.875	6.328	8.257	8.199	-7.804	-2.317	-4.761	7.637	3.165
1.500000131e12	-0.5701	-6.661	-3.495	-7.285	-4.198	-5.159	-2.975	-9.79	-2.078
1.500000132e12	-1.61	4.259	-2.717	0.6409	-0.769	-0.5981	2.085	-3.618	2.432
